system:index,total_precipitation_hourly
19800118T08,3.18786943497148e-08
19800118T09,4.006492356681658e-09
19800118T10,4.4738679889434056e-10
19800118T11,-2.6094849923242908e-11
19800118T12,0.0
19800118T13,0.0
19800118T14,0.0
19800118T15,0.0
19800118T16,0.0
19800118T17,0.0
19800118T18,4.338750740255303e-07
19800118T19,0.0
19800118T20,0.0
19800118T21,0.0
19800118T22,0.0
19800118T23,0.0
19800119T00,0.0
19800119T01,0.0
19800119T02,0.0
19800119T03,0.0
19800119T04,0.0
19800119T05,0.0
19800119T06,0.0
19800119T07,1.9204472103694723e-09
19800119T08,4.277699199803324e-07
19800119T09,0.0
19800119T10,0.0
19800119T11,0.0
19800119T12,0.0
19800119T13,4.245365486793346e-07
19800119T14,2.8952132316627307e-09
19800119T15,0.0
19800119T16,0.0
19800119T17,-1.058794099325696e-12
19800119T18,4.2738196045708674e-07
19800119T19,4.878711438748625e-09
19800119T20,8.598956416084168e-07
19800119T21,-1.590484882724995e-09
19800119T22,0.0
19800119T23,5.006546982584111e-09
19800120T00,0.0
19800120T01,1.8150147437978608e-10
19800120T02,1.6625372504775664e-08
19800120T03,5.031091846126561e-10
19800120T04,4.0025712838943745e-07
19800120T05,1.531752697125089e-06
19800120T06,8.911994253662439e-07
19800120T07,5.383559339707989e-06
19800120T08,6.3841665404621005e-06
19800120T09,5.29635295043373e-06
19800120T10,5.318722952277161e-06
19800120T11,3.204731388519334e-06
19800120T12,9.393197120177568e-07
19800120T13,4.742387976951674e-07
19800120T14,1.2985991713595502e-06
19800120T15,3.0650824412099043e-06
19800120T16,3.440189342162797e-06
19800120T17,2.585639762443358e-06
19800120T18,3.2542506127554e-06
19800120T19,2.1515528131041636e-05
19800120T20,2.3887097251773488e-05
19800120T21,3.825445132203747e-05
19800120T22,5.289257178586408e-05
19800120T23,5.936341169809294e-05
19800121T00,4.874090900322126e-05
19800121T01,4.060519261929976e-05
19800121T02,1.8387853985366582e-05
19800121T03,1.335752294707243e-05
19800121T04,6.027790318942192e-06
19800121T05,2.0545951274775423e-06
19800121T06,8.376959124946525e-07
19800121T07,2.968280321762651e-06
19800121T08,4.544612825729536e-06
19800121T09,3.2622472893099715e-06
19800121T10,2.4473231288972225e-06
19800121T11,1.029451033464426e-06
19800121T12,3.4714351822042233e-06
19800121T13,2.675209208937308e-05
19800121T14,9.045394262350664e-05
19800121T15,0.000339071288869915
19800121T16,0.0005947848020030716
19800121T17,0.0008501268046138367
19800121T18,0.0009926962039353711
19800121T19,0.0008917617827953968
19800121T20,0.0007435021373529734
19800121T21,0.0007201907866654854
19800121T22,0.0005885897869488601
19800121T23,0.00046432966703408496
19800122T00,0.0003104750376205216
19800122T01,0.00028035311640041795
19800122T02,0.0003267740396784122
19800122T03,0.0002807855667435622
19800122T04,0.00023332645854073032
19800122T05,0.0002455338180162004
19800122T06,0.0002797116941331495
19800122T07,0.00020885965671645372
19800122T08,0.0001416868085055936
19800122T09,8.697238047086395e-05
19800122T10,0.0001274396684991227
19800122T11,0.00012672501507490856
19800122T12,0.00013083660824109804
19800122T13,0.00018548251524584992
19800122T14,0.00022593899356877016
19800122T15,0.0003218127862541718
19800122T16,7.138483490560778e-05
19800122T17,0.0001319091910636868
19800122T18,0.0002813609531934085
19800122T19,0.0003815275946036999
19800122T20,0.0003366368474227193
19800122T21,0.00023027111334796376
19800122T22,0.000209939874043388
19800122T23,0.0002602799012774687
19800123T00,0.0002694569108524299
19800123T01,0.00029866179378242237
19800123T02,0.00024664749251157537
19800123T03,0.00023779408875958168
19800123T04,0.00022569883325408325
19800123T05,0.0002382785325964145
19800123T06,0.0002057502434175035
19800123T07,0.000138886664102265
19800123T08,0.00010167631974067436
19800123T09,7.815048149397996e-05
19800123T10,0.00012872630352809124
19800123T11,9.76477210992976e-05
19800123T12,0.00010175943415752624
19800123T13,0.00013072656613242404
19800123T14,0.000262179331554163
19800123T15,0.0002813195723258377
19800123T16,0.0003483348633132592
19800123T17,0.0004956247879174401
19800123T18,0.0005396248234067986
