system:index,total_precipitation_hourly
20110129T02,8.428604629058932E-8
20110129T03,6.48501296140488E-8
20110129T04,1.9048811976058095E-8
20110129T05,7.846093624502482E-9
20110129T06,1.6170984883064552E-8
20110129T07,4.006585851747374E-7
20110129T08,6.03270895522118E-7
20110129T09,1.5508313215370958E-7
20110129T10,5.516730380102526E-8
20110129T11,7.670163037327845E-9
20110129T12,1.0833638218782922E-9
20110129T13,-1.344342958862539E-10
20110129T14,0.0
20110129T15,4.2933695877363604E-7
20110129T16,1.8829438601563468E-10
20110129T17,4.267031461206844E-7
20110129T18,9.106247021825548E-12
20110129T19,2.3610266596839568E-7
20110129T20,1.4632498890456908E-7
20110129T21,1.0322324511485329E-7
20110129T22,2.4050976229439908E-8
20110129T23,8.465071732973034E-9
20110130T00,7.363039957614483E-10
20110130T01,0.0
20110130T02,0.0
20110130T03,0.0
20110130T04,0.0
20110130T05,0.0
20110130T06,0.0
20110130T07,5.254651517849566E-9
20110130T08,5.299920147528118E-9
20110130T09,1.0501453661295026E-9
20110130T10,1.2890724003917766E-11
20110130T11,0.0
20110130T12,0.0
20110130T13,0.0
20110130T14,0.0
20110130T15,0.0
20110130T16,0.0
20110130T17,0.0
20110130T18,4.3368792586209664E-7
20110130T19,2.603197987466267E-10
20110130T20,4.553123510912774E-12
20110130T21,0.0
20110130T22,0.0
20110130T23,0.0
20110131T00,0.0
20110131T01,0.0
20110131T02,0.0
20110131T03,0.0
20110131T04,1.793758745072538E-11
20110131T05,1.514059034042283E-11
20110131T06,0.0
20110131T07,5.351582681604059E-8
20110131T08,2.2193444662420275E-8
20110131T09,2.0191387829005846E-8
20110131T10,1.624641469612716E-8
20110131T11,2.4237585614693947E-9
20110131T12,1.88481877673438E-10
20110131T13,0.0
20110131T14,0.0
20110131T15,0.0
20110131T16,0.0
20110131T17,0.0
20110131T18,4.218701859714605E-7
20110131T19,8.069255066415756E-8
20110131T20,7.975320383169399E-9
20110131T21,4.592449432803701E-9
20110131T22,1.5694610036086205E-10
20110131T23,0.0
20110201T00,0.0
20110201T01,5.3205151992459624E-11
20110201T02,5.3205151992459624E-11
20110201T03,5.7100559583142655E-11
20110201T04,4.930974440177664E-11
20110201T05,4.6022428108324864E-11
20110201T06,3.143229784857968E-10
20110201T07,3.2368037030560384E-7
20110201T08,4.5804581147199757E-7
20110201T09,5.164376067531162E-7
20110201T10,6.351657150419084E-7
20110201T11,1.895036449625011E-7
20110201T12,7.550208522282028E-8
20110201T13,4.16154577554706E-8
20110201T14,1.0925149405057163E-7
20110201T15,1.443861341557176E-8
20110201T16,5.1660638897634397E-8
20110201T17,4.598711675747053E-7
20110201T18,6.238262980525882E-7
20110201T19,3.629881275740601E-6
20110201T20,8.454920174779383E-6
20110201T21,2.4441187808035005E-5
20110201T22,8.330350285524038E-5
20110201T23,1.195976667859841E-4
20110202T00,1.3087812351868157E-4
20110202T01,1.0384777038502708E-4
20110202T02,8.60871093868256E-5
20110202T03,7.413878711332134E-5
20110202T04,5.036995961582537E-5
20110202T05,3.0250102333844943E-5
20110202T06,1.550654570321499E-5
20110202T07,9.67711860716187E-6
20110202T08,5.360636758549635E-6
20110202T09,1.7608682921227733E-6
20110202T10,1.3872519157840484E-6
20110202T11,4.734977527521849E-6
20110202T12,2.1158315621928377E-6
20110202T13,1.5221548197015596E-6
20110202T14,1.7028399618257276E-6
20110202T15,3.139422516341883E-6
20110202T16,1.794689066428385E-6
20110202T17,2.1952935160165444E-6
20110202T18,4.119803671188182E-6
20110202T19,3.6593692564040866E-5
20110202T20,6.7346238671666005E-6
20110202T21,7.777830137644323E-6
20110202T22,8.152620522719765E-6
20110202T23,8.928006419566405E-6
20110203T00,1.1946321166761302E-5
20110203T01,1.784193484190118E-5
20110203T02,1.6217983426118636E-5
20110203T03,1.862896959383294E-5
20110203T04,3.148778311168026E-5
20110203T05,8.51903069953452E-5
20110203T06,1.580452117587567E-4
20110203T07,3.4006042293864195E-4
20110203T08,3.4948976877181045E-4
20110203T09,3.4732081363056063E-4
20110203T10,2.37732439640871E-4
20110203T11,1.342762785783429E-4
20110203T12,8.659611907040442E-5
20110203T13,5.713971697570221E-5
20110203T14,2.4225018756674544E-5
20110203T15,2.2420805334661712E-5
20110203T16,2.1644458147910785E-5
20110203T17,2.9238713167930818E-5
20110203T18,2.1469893637274853E-5
20110203T19,4.506537613357227E-5
