system:index,total_evaporation_hourly
20110128T01,-5.286627406879475E-6
20110128T02,-4.926428037027109E-6
20110128T03,-4.489425408840956E-6
20110128T04,-4.889766235064219E-6
20110128T05,-6.4284562746435264E-6
20110128T06,-7.2403761645568146E-6
20110128T07,-8.147466834515145E-6
20110128T08,-1.1179163542916849E-5
20110128T09,-1.8778840078685183E-5
20110128T10,-3.196236893206479E-5
20110128T11,-4.6254862829736886E-5
20110128T12,-5.467664378091307E-5
20110128T13,-5.24493249159708E-5
20110128T14,-5.240529363375374E-5
20110128T15,-4.076461967318E-5
20110128T16,-2.772873810770726E-5
20110128T17,-1.4451230130120878E-5
20110128T18,-7.739484915643277E-6
20110128T19,-5.751434646299324E-6
20110128T20,-3.9775478463442E-6
20110128T21,-3.492589116664713E-6
20110128T22,-2.251546943047225E-6
20110128T23,-6.519210714347799E-7
20110129T00,2.0287144037179894E-7
20110129T01,1.2490869101617185E-6
20110129T02,2.224737871386702E-6
20110129T03,2.306486524495537E-6
20110129T04,2.4585170678271662E-6
20110129T05,2.3407692320447944E-6
20110129T06,1.759830273333167E-6
20110129T07,2.4269018048293047E-6
20110129T08,1.9338272919778492E-7
20110129T09,-5.507692212063172E-6
20110129T10,-1.1669934114351897E-5
20110129T11,-2.5135503258547986E-5
20110129T12,-3.3931847031361294E-5
20110129T13,-4.402296124727623E-5
20110129T14,-4.497846705751904E-5
20110129T15,-3.594096650349202E-5
20110129T16,-1.552809878446553E-5
20110129T17,-2.3088189724298E-6
20110129T18,-6.065632976068968E-7
20110129T19,1.3769455518320975E-6
20110129T20,2.2517516161655835E-6
20110129T21,1.8702968073439073E-6
20110129T22,1.5088726162625146E-6
20110129T23,1.1550961760171504E-6
20110130T00,7.985114269789609E-7
20110130T01,6.767129542335969E-7
20110130T02,4.5426895543846345E-7
20110130T03,2.494214433928034E-7
20110130T04,3.044513305860162E-8
20110130T05,-1.9735298017863925E-8
20110130T06,-2.847581001276002E-9
20110130T07,1.7608354121598212E-6
20110130T08,1.128818507290187E-6
20110130T09,-3.6840936694306276E-6
20110130T10,-1.120233408459054E-5
20110130T11,-2.478112221366015E-5
20110130T12,-3.0912691304752854E-5
20110130T13,-3.316291736363794E-5
20110130T14,-3.0762677629507365E-5
20110130T15,-2.372484534581983E-5
20110130T16,-1.150436691101999E-5
20110130T17,-3.0050534670721783E-6
20110130T18,-6.891458521926278E-7
20110130T19,1.4080387061495571E-6
20110130T20,2.4248163001665837E-6
20110130T21,1.9232672461851663E-6
20110130T22,1.6362024625504547E-6
20110130T23,1.3727914981585617E-6
20110131T00,1.1966475111984888E-6
20110131T01,1.0837469790604802E-6
20110131T02,1.0327215818766127E-6
20110131T03,1.005432694558071E-6
20110131T04,9.755225812535467E-7
20110131T05,1.0147194789904724E-6
20110131T06,9.483571659834492E-7
20110131T07,1.7064907712355603E-6
20110131T08,3.0266515882454254E-7
20110131T09,-4.07485295583058E-6
20110131T10,-5.529805166306372E-6
20110131T11,-1.4675451949867493E-5
20110131T12,-2.2281310392506174E-5
20110131T13,-2.4255819126943196E-5
20110131T14,-2.0532382842273724E-5
20110131T15,-1.5252816710890756E-5
20110131T16,-5.893151138576563E-6
20110131T17,-2.991074557546363E-7
20110131T18,1.71589832861707E-6
20110131T19,2.387671320848983E-6
20110131T20,1.3970952789543804E-6
20110131T21,1.4949931693597728E-6
20110131T22,1.2418001803597437E-6
20110131T23,1.2759121721626488E-6
20110201T00,1.1071077332524793E-6
20110201T01,9.609317215581796E-7
20110201T02,9.212921765798578E-7
20110201T03,9.243398182158588E-7
20110201T04,8.752131443854177E-7
20110201T05,8.676184154688457E-7
20110201T06,8.685025545822363E-7
20110201T07,8.882571369315602E-7
20110201T08,7.565890842586446E-8
20110201T09,-3.239371569088788E-6
20110201T10,-3.4836229207576326E-6
20110201T11,-1.305280328506927E-5
20110201T12,-2.0947153489237255E-5
20110201T13,-2.124723462370207E-5
20110201T14,-1.9000484646031732E-5
20110201T15,-1.3684050458302865E-5
20110201T16,-6.041656858303358E-6
20110201T17,-7.324400974804253E-7
20110201T18,1.5648711012234326E-6
20110201T19,4.578533037917023E-7
20110201T20,-5.8797222899067927E-8
20110201T21,-6.283195979822798E-7
20110201T22,-1.1476465427028676E-6
20110201T23,-1.5383910882773919E-6
20110202T00,-1.8119753952401717E-6
20110202T01,-2.110677014677879E-6
