system:index,temperature_2m
202105,283.41094510326667
202106,291.5687829014443
202107,290.5179446183412
202108,289.6870732516498
202109,288.86745763022
202110,283.38768666332254
202111,277.53329946569426
202112,276.9316832344204
202201,275.2363649848147
202202,277.6710591981356
202203,279.4254753421932
202204,281.39557432894395
202205,288.04166160657974
202206,291.45092364241617
202207,293.28735276532024
202208,294.7344747074289
202209,287.3942060880054
202210,286.8768152084164
202211,280.9673572688622
202212,276.238789214551
202301,276.601488422793
202302,277.00905647782747
202303,279.5274117450204
202304,281.08501159373776
202305,286.59451539221743
202306,293.1253287146252
202307,292.25139446068073
202308,291.479370133628
202309,291.32428743406166
202310,285.90298563442633
202311,279.42770975402755
202312,277.816772012393
202401,275.11837363960103
202402,279.9383813597494
202403,281.10154222479275
202404,282.79770565267125
202405,286.95484194232915
202406,289.28645372084384
202407,291.77579775706374
202408,293.2361765405427
202409,288.2950544977665
202410,285.1719153052304
202411,279.3199882977274
202412,275.8910483978778
202501,275.5442974091687
202502,275.8941088345525
202503,279.51327148984234
202504,283.79812129665555
202505,286.9651541084388
202506,292.6256166049059
202507,291.9067613944402
202508,292.4423662597657
202509,287.5673239883475
202510,283.58109048918055
202511,279.2601093401061
202512,277.48107446258274
202601,274.45548359134284
202602,278.61631452305176
