system:index,ET
2005_05_25,304.8542031959367
2005_06_02,238.8049494253387
2005_06_10,260.15071425702297
2005_06_18,311.1278898257067
2005_06_26,250.8126599128263
2005_07_04,237.7250542771941
2005_07_12,270.02072183825044
2005_07_20,225.87141110443815
2005_07_28,212.09789495788473
2005_08_05,187.578195195882
2005_08_13,200.97307333018688
2005_08_21,178.33809581638496
2005_08_29,203.94983881212315
2005_09_06,147.95280036799602
2005_09_14,131.42192481774785
2005_09_22,130.7507454689082
2005_09_30,90.76260547800945
2005_10_08,92.73918244865402
2005_10_16,59.981351386631545
2005_10_24,63.995032359199605
2005_11_01,50.52089819599141
2005_11_09,37.49241882969038
2005_11_17,27.558327927856602
2005_11_25,28.11830520971689
2005_12_03,23.55498519641355
2005_12_11,23.169279335900246
2005_12_19,19.763481388493616
2005_12_27,15.306381884130548
2006_01_01,24.95162148277342
2006_01_09,26.243334747367967
2006_01_17,23.80313079746724
2006_01_25,30.34100448237811
2006_02_02,27.883068269448557
2006_02_10,37.19234976416278
2006_02_18,48.02728511763582
2006_02_26,39.43833118046486
2006_03_06,44.30230541972899
2006_03_14,69.29664039678212
2006_03_22,95.20551986282892
2006_03_30,95.83079827206679
2006_04_07,89.05604691597347
2006_04_15,130.50535892796088
2006_04_23,143.86920511495546
2006_05_01,189.63263293388076
2006_05_09,218.1621876269626
2006_05_17,209.59646770302288
2006_05_25,177.57298703554954
2006_06_02,257.2342293429002
2006_06_10,321.2474064472094
2006_06_18,276.2528245290041
2006_06_26,320.04098614998406
2006_07_04,273.62141765512035
2006_07_12,270.651338678112
2006_07_20,189.55347406879932
2006_07_28,174.92999076648266
2006_08_05,158.79309992788566
2006_08_13,192.67374210041282
2006_08_21,173.03953173441957
2006_08_29,192.1932798523798
2006_09_06,200.9524441984561
2006_09_14,143.54525691834465
2006_09_22,126.05264596245419
2006_09_30,87.12741527233788
2006_10_08,94.55096395296587
2006_10_16,81.49205878639887
2006_10_24,64.55790315108608
2006_11_01,37.149278535454854
2006_11_09,37.832058088407976
2006_11_17,32.3304717206623
2006_11_25,33.55354107421818
2006_12_03,32.33961352134598
2006_12_11,25.052685760185646
2006_12_19,23.69292801884139
2006_12_27,14.546629176957142
2007_01_01,22.85714207521806
2007_01_09,30.06433665171063
2007_01_17,37.302207978531506
2007_01_25,29.36989165858778
2007_02_02,27.932252685082634
2007_02_10,40.05609924407028
2007_02_18,54.48503982840109
2007_02_26,63.1184040790958
2007_03_06,71.70013635559945
2007_03_14,62.03675889012651
2007_03_22,83.52711402926381
2007_03_30,104.69687103448618
2007_04_07,156.91670823607913
2007_04_15,180.76901826494444
2007_04_23,260.81566195254646
2007_05_01,233.2317180806707
2007_05_09,209.37237742159652
2007_05_17,304.4428063008016
2007_05_25,215.87556622499883
2007_06_02,299.0001351079845
2007_06_10,270.69961605616504
2007_06_18,261.02422512666243
2007_06_26,232.84087636260006
2007_07_04,218.8066755353209
2007_07_12,272.3976625401736
2007_07_20,230.52765985037757
2007_07_28,220.9619530585324
2007_08_05,220.0215247165297
2007_08_13,223.14134119730582
2007_08_21,198.57132625083312
2007_08_29,154.2025890381823
2007_09_06,140.02421234437878
2007_09_14,135.87626646136457
2007_09_22,112.43736427050035
2007_09_30,110.69886386246986
2007_10_08,81.22894607318526
2007_10_16,51.66586860878341
2007_10_24,51.500210529817885
2007_11_01,44.27189667166847
2007_11_09,27.492094875537372
2007_11_17,28.606507561944614
2007_11_25,23.879476926470893
2007_12_03,28.26443088774037
2007_12_11,26.669940454582456
2007_12_19,24.947430338890463
2007_12_27,9.317258934958293
2008_01_01,23.152628978714688
2008_01_09,23.937806196182684
2008_01_17,36.764975263951776
2008_01_25,31.56982244465852
2008_02_02,40.461917557118454
2008_02_10,43.5259456785449
2008_02_18,48.193873997875926
2008_02_26,53.84178727667545
2008_03_05,67.24795605471273
2008_03_13,68.39560727229404
2008_03_21,73.24222260372395
2008_03_29,101.83609329799391
2008_04_06,93.37751992082629
2008_04_14,116.20881978552359
2008_04_22,163.6004410824037
2008_04_30,221.68195579831567
2008_05_08,295.04640759765346
2008_05_16,241.80167293872628
2008_05_24,259.6744787820097
2008_06_01,266.61350104322577
2008_06_09,259.6135679154369
2008_06_17,297.8918030587958
2008_06_25,291.3981560342294
2008_07_03,238.92407578143525
2008_07_11,234.02817610349422
2008_07_19,222.84976646088842
2008_07_27,223.49517209905292
2008_08_04,202.40681090625708
2008_08_12,185.83411317391125
2008_08_20,184.69945102820057
2008_08_28,180.00702404311045
2008_09_05,155.44420455367805
2008_09_13,109.08881731608626
2008_09_21,108.81450971019649
2008_09_29,75.91627510108215
2008_10_07,83.2600547591083
2008_10_15,53.87837688251332
2008_10_23,50.7344749041104
2008_10_31,40.27291243211928
2008_11_08,42.12670111668857
2008_11_16,26.88740403799961
2008_11_24,23.844107803192756
2008_12_02,18.620501638099302
2008_12_10,20.17814461320019
2008_12_18,18.847501427791308
2008_12_26,20.16314206026326
2009_01_01,25.31116696437893
2009_01_09,22.974460028659102
2009_01_17,24.247223073975853
2009_01_25,33.551138247024284
2009_02_02,29.783722964727463
2009_02_10,36.33473733591309
2009_02_18,48.21097966909176
2009_02_26,52.661084569732225
2009_03_06,55.21549934037935
2009_03_14,76.54297480056601
2009_03_22,77.39801078331462
2009_03_30,116.90996425012862
2009_04_07,149.5397250947224
2009_04_15,147.2573757950913
2009_04_23,157.3558881341727
2009_05_01,208.46142452937602
2009_05_09,209.13470445980633
2009_05_17,290.9112454460912
2009_05_25,288.5875680927063
2009_06_02,235.28453518229864
2009_06_10,266.9781843473787
2009_06_18,258.1282262580337
2009_06_26,297.2590366680441
2009_07_04,239.7336934333749
2009_07_12,271.7225651079528
2009_07_20,265.29954817262444
2009_07_28,232.28086440153248
2009_08_05,231.24679543731963
2009_08_13,231.67450905547582
2009_08_21,208.6572587829715
2009_08_29,160.14064553550494
2009_09_06,161.4379430377652
2009_09_14,141.76445052312164
2009_09_22,130.14998279145684
2009_09_30,87.06711812669197
2009_10_08,65.07543808167419
2009_10_16,51.38879384208899
2009_10_24,50.35535706553881
2009_11_01,38.02151383207785
2009_11_09,28.073850087300958
2009_11_17,39.92297662140653
2009_11_25,37.61813136506515
