system:index,ET
2019_12_11,29.184502462600854
2019_12_19,25.355750131901214
2019_12_27,18.95398351104035
2020_01_01,17.3759217449586
2020_01_09,30.009865879809748
2020_01_17,24.805380458753028
2020_01_25,26.010986446763983
2020_02_02,42.31705773965843
2020_02_10,46.76596539754257
2020_02_18,50.09888416408851
2020_02_26,51.13030729155914
2020_03_05,56.77260720722868
2020_03_13,100.57154812238713
2020_03_21,69.12342834853882
2020_03_29,82.18506868816476
2020_04_06,142.37232173358376
2020_04_14,152.9294071996876
2020_04_22,195.13512731776507
2020_04_30,190.39346877021293
2020_05_08,191.94742028242084
2020_05_16,259.93636485095703
2020_05_24,276.18664988515684
2020_06_01,235.81418656634406
2020_06_09,230.89463885776163
2020_06_17,278.5230488216273
2020_06_25,262.40561078279296
2020_07_03,248.5133065188853
2020_07_11,210.01922493717746
2020_07_19,214.9823709567927
2020_07_27,180.18416960221853
2020_08_04,174.02950000907958
2020_08_12,154.2153820222259
2020_08_20,143.7327471254198
2020_08_28,127.37110992054778
2020_09_05,141.50398381354253
2020_09_13,130.93834372262646
2020_09_21,90.7596634920814
2020_09_29,75.13836080383392
2020_10_07,69.38563734971811
2020_10_15,62.97502325884069
2020_10_23,48.639673326959716
2020_10_31,50.910638287356555
2020_11_08,38.56038011366688
2020_11_16,36.68920638815033
2020_11_24,27.071236104414083
2020_12_02,21.076308165016343
2020_12_10,22.123251402125824
2020_12_18,24.574091444980493
2020_12_26,14.64695163204479
2021_01_01,21.812578806434093
2021_01_09,22.000946506114115
2021_01_17,24.94994635275855
2021_01_25,21.905641086288263
2021_02_02,28.220090451308625
2021_02_10,37.402512048620146
2021_02_18,67.51861534242414
2021_02_26,60.98251386443262
2021_03_06,58.49400211213608
2021_03_14,67.6030572753378
2021_03_22,96.70037943238607
2021_03_30,92.78845001313702
2021_04_07,82.21682939220086
2021_04_15,116.82688115075139
2021_04_23,135.16885761889117
2021_05_01,134.15022231028001
2021_05_09,187.18791031265064
2021_05_17,195.42211388572957
2021_05_25,252.17397592825887
2021_06_02,278.5942029553264
2021_06_10,353.8491907420863
2021_06_18,261.7376485456002
2021_06_26,243.2205028408436
2021_07_04,251.41618340315748
2021_07_12,259.6665513445964
2021_07_20,257.24908441330336
2021_07_28,240.42441857319955
2021_08_05,235.51751772713075
2021_08_13,229.90375822352627
2021_08_21,199.97253603268268
2021_08_29,206.30093711737769
2021_09_06,187.36001380711915
2021_09_14,149.87003771297904
2021_09_22,125.31058215814485
2021_09_30,104.32408644060871
2021_10_08,77.87297492825137
2021_10_16,68.99237548531286
2021_10_24,51.915971611616484
2021_11_01,33.46567638371497
2021_11_09,34.17574954117925
2021_11_17,27.899062219498635
2021_11_25,20.440512409942908
2021_12_03,20.341641134984396
2021_12_11,22.282622940359005
2021_12_19,19.665040807375664
2021_12_27,14.355867712494396
2022_01_01,23.962696315305497
2022_01_09,29.546192903015907
2022_01_17,22.842250278937307
2022_01_25,24.076351567639694
2022_02_02,29.41402236989661
2022_02_10,43.204242974628485
2022_02_18,46.70091523931063
2022_02_26,51.54264243993386
2022_03_06,66.37603442958017
2022_03_14,75.84063859458928
2022_03_22,84.32266640414997
2022_03_30,69.93713497729026
2022_04_07,108.44219592879027
2022_04_15,140.37776876082842
2022_04_23,149.2169282751826
2022_05_01,211.6893035609079
2022_05_09,276.96686241752604
2022_05_17,252.85145212388582
2022_05_25,229.66031084707674
2022_06_02,245.73029109955482
2022_06_10,298.2376021934633
2022_06_18,242.0985620231066
2022_06_26,233.93601563152063
2022_07_04,244.14393186549688
2022_07_12,203.7817262084813
2022_07_20,204.45494125952482
2022_07_28,161.49902729279452
2022_08_05,171.91988094254788
2022_08_13,147.07221986387262
2022_08_21,141.9345845893318
2022_08_29,130.43855677655884
2022_09_06,133.05566986016532
2022_09_14,108.78074428941105
2022_09_22,94.43020434269333
2022_09_30,97.02911646840253
2022_10_08,73.71279131847893
2022_10_16,82.14052933202964
2022_10_24,77.27118928060452
2022_11_01,47.50764361869465
2022_11_09,38.920869204479246
2022_11_17,32.04019551205133
2022_11_25,28.429199146252266
2022_12_03,24.285055459637707
2022_12_11,23.78049475569855
2022_12_19,27.04500986539053
2022_12_27,19.773688224685838
2023_01_01,31.70462004881263
2023_01_09,28.82531158602216
2023_01_17,28.541913285901398
2023_01_25,27.35782799691619
2023_02_02,31.736470110209744
2023_02_10,45.2049855464238
2023_02_18,51.07327711939935
2023_02_26,51.26393706927568
2023_03_06,59.59170747179455
2023_03_14,82.25197864973507
2023_03_22,94.21866142037918
2023_03_30,89.66221300905661
2023_04_07,115.25387219287674
2023_04_15,129.69190643090806
2023_04_23,157.52431106516806
2023_05_01,204.56979942398206
2023_05_09,203.72828150969806
2023_05_17,255.0732464343825
2023_05_25,319.0104414788251
2023_06_02,305.544989147939
2023_06_10,295.0887844758311
2023_06_18,253.44542703492027
2023_06_26,223.72894491772826
2023_07_04,216.1764953516942
2023_07_12,211.13235938447102
2023_07_20,190.62389263120704
2023_07_28,220.74900763347236
2023_08_05,212.9744276606912
2023_08_13,234.2467552180451
2023_08_21,204.64993259574356
2023_08_29,202.44781860880067
2023_09_06,203.5555469263653
2023_09_14,153.86927655034333
2023_09_22,146.00612969486798
2023_09_30,113.63199220538765
2023_10_08,87.19710564614645
2023_10_16,57.61623515256812
2023_10_24,47.66843566108498
2023_11_01,45.45428677054343
2023_11_09,32.50492844055538
2023_11_17,34.90865187372887
2023_11_25,23.183497776423962
2023_12_03,23.622454645736006
2023_12_11,25.659365117367756
2023_12_19,24.15605314677507
2023_12_27,17.166347450206995
2024_01_01,27.67697516574563
2024_01_09,28.199726817129434
2024_01_17,24.819500479095343
2024_01_25,32.976609915696876
2024_02_02,29.25685069664454
2024_02_10,43.8208385493352
2024_02_18,46.976128062287195
2024_02_26,68.45113795598336
2024_03_05,71.62515995243632
2024_03_13,100.03262039153141
2024_03_21,94.70741798584369
2024_03_29,93.13377467080778
2024_04_06,152.27316969684685
2024_04_14,125.4465057029663
2024_04_22,130.42194420493468
2024_04_30,172.34511961420185
2024_05_08,234.27774080313839
2024_05_16,205.3746609256804
2024_05_24,214.42914644090138
2024_06_01,251.7688467134278
2024_06_09,230.0158397599511
2024_06_17,249.79515531568458
2024_06_25,262.65181234253237
2024_07_03,250.6760500248275
2024_07_11,277.59153818142056
2024_07_19,278.2895948797194
2024_07_27,251.57247737607412
2024_08_04,258.6833708215838
2024_08_12,215.78501909872818
2024_08_20,220.55096684630703
2024_08_28,215.7398812048394
2024_09_05,154.23793754880148
2024_09_13,145.5575146953342
2024_09_21,112.51068932810723
2024_09_29,87.52735844570063
