system:index,total_evaporation_hourly
19800118T18,1.772615948732741e-06
19800118T19,2.6890726630077485e-06
19800118T20,3.3721631985727016e-06
19800118T21,3.1363489659145283e-06
19800118T22,2.8707650235988506e-06
19800118T23,2.5895835157942338e-06
19800119T00,2.45909412192307e-06
19800119T01,2.225565212936755e-06
19800119T02,2.2669933203473805e-06
19800119T03,2.258748638118202e-06
19800119T04,2.256376097469517e-06
19800119T05,2.2543737776670054e-06
19800119T06,2.2719192079815305e-06
19800119T07,2.6952908889202444e-06
19800119T08,1.9660695131100045e-06
19800119T09,-4.4159091339030535e-06
19800119T10,-2.4941432004349247e-06
19800119T11,-7.757178728623639e-06
19800119T12,-1.617956268544118e-05
19800119T13,-1.8867772242391796e-05
19800119T14,-1.4714935747615134e-05
19800119T15,-9.912014162026636e-06
19800119T16,-3.239868769379847e-06
19800119T17,2.8090556492851624e-07
19800119T18,1.3799071912656605e-06
19800119T19,2.620493454505731e-06
19800119T20,3.2618859747956593e-06
19800119T21,3.366325032654441e-06
19800119T22,3.3304526084344595e-06
19800119T23,3.133069830622219e-06
19800120T00,3.0376136111614062e-06
19800120T01,3.004968395179224e-06
19800120T02,3.097808215758057e-06
19800120T03,3.129911195027235e-06
19800120T04,2.4892870140013516e-06
19800120T05,2.700357361786865e-06
19800120T06,2.3926918945831915e-06
19800120T07,2.6739358654226977e-06
19800120T08,2.347563195883223e-06
19800120T09,-2.8639581036888243e-06
19800120T10,-3.4015200330920586e-06
19800120T11,-1.0305217305116996e-05
19800120T12,-1.513991702065257e-05
19800120T13,-1.2293837485668248e-05
19800120T14,-7.960799286623799e-06
19800120T15,-4.35611095375207e-06
19800120T16,-1.9153245961566316e-06
19800120T17,1.4041944159509548e-07
19800120T18,1.5317449199895338e-06
19800120T19,4.133277756783085e-06
19800120T20,5.007628317106789e-06
19800120T21,4.6027748278222814e-06
19800120T22,6.451072787642499e-06
19800120T23,7.06665084123911e-06
19800121T00,3.680935687497151e-06
19800121T01,5.594357461807051e-06
19800121T02,4.698693675398997e-06
19800121T03,6.5031594159040346e-06
19800121T04,3.862572597447261e-06
19800121T05,9.305016718586752e-07
19800121T06,-8.532082065268673e-07
19800121T07,-5.041787369861435e-07
19800121T08,-5.909839467347259e-07
19800121T09,-1.8402962692825326e-05
19800121T10,-2.8537231988978905e-05
19800121T11,-4.1592462709854946e-05
19800121T12,-3.825450336926795e-05
19800121T13,-3.301899235016816e-05
19800121T14,-3.0325345764894528e-05
19800121T15,-3.380625071846978e-05
19800121T16,-3.863541805246885e-05
19800121T17,-3.73889687216386e-05
19800121T18,-3.192859419185807e-05
19800121T19,-2.5948590083854365e-05
19800121T20,-2.735994662749804e-05
19800121T21,-2.8478891695895745e-05
19800121T22,-2.5829353800846485e-05
19800121T23,-2.289274388311304e-05
19800122T00,-1.4376443018727446e-05
19800122T01,-1.2143138676011548e-05
19800122T02,-6.259156909626888e-06
19800122T03,-7.955985520022309e-06
19800122T04,-1.2164899621285689e-05
19800122T05,-1.0147026466549888e-05
19800122T06,-1.3759467299223298e-05
19800122T07,-1.1743593557526931e-05
19800122T08,-1.397898217180481e-05
19800122T09,-2.7442594536421887e-05
19800122T10,-4.483728011763693e-05
19800122T11,-6.461815293061322e-05
19800122T12,-5.040980745682012e-05
19800122T13,-5.005220929445208e-05
19800122T14,-4.5054616295349775e-05
19800122T15,-3.308130058871003e-05
19800122T16,-1.4974485025649116e-05
19800122T17,-1.8807051217528163e-06
19800122T18,-5.635497117368711e-06
19800122T19,-1.0653326745826154e-06
19800122T20,-5.34433326502249e-07
19800122T21,-1.1540718946500876e-06
19800122T22,1.5719045094272174e-07
19800122T23,1.5735979791020668e-07
19800123T00,1.9285127006654928e-06
19800123T01,4.4074913251561627e-07
19800123T02,-2.3878718131862996e-06
19800123T03,-7.925609330064306e-06
19800123T04,-9.886030232573752e-06
19800123T05,-1.4142630957168304e-05
19800123T06,-1.4771534167221738e-05
19800123T07,-1.0030443254091613e-05
19800123T08,-9.848116425897795e-06
19800123T09,-2.590525033349263e-05
19800123T10,-4.522417208129231e-05
19800123T11,-6.762685849835995e-05
19800123T12,-7.617011389214101e-05
19800123T13,-7.043670669194216e-05
19800123T14,-5.369556679352265e-05
19800123T15,-4.178325472440043e-05
19800123T16,-3.2795798290310585e-05
19800123T17,-1.818212262970321e-05
19800123T18,-1.4816020908304403e-05
19800123T19,-9.460333054244034e-06
19800123T20,-7.256492244567496e-06
19800123T21,-5.449402242557228e-06
19800123T22,-3.3611471200641087e-06
19800123T23,-3.359667295312226e-07
19800124T00,1.2061879903621126e-06
19800124T01,2.8034961544442656e-06
19800124T02,2.7021903883001893e-06
19800124T03,2.470862741481845e-06
19800124T04,1.8055010123631827e-06
19800124T05,1.2493706854579089e-06
19800124T06,1.043039344507328e-06
19800124T07,1.85106559152938e-06
19800124T08,1.5952430310851962e-06
19800124T09,-1.7684570966258088e-06
19800124T10,-1.0278962142010903e-05
19800124T11,-2.0004831716855672e-05
19800124T12,-3.038817361976815e-05
19800124T13,-3.2973128589955454e-05
19800124T14,-2.4054278402650943e-05
19800124T15,-1.2909715128571848e-05
19800124T16,-2.2052046097830343e-06
19800124T17,2.7931783239451617e-06
19800124T18,4.573408028892775e-06
19800124T19,4.537821218087185e-06
19800124T20,3.534149863756812e-06
19800124T21,3.969484793615627e-06
19800124T22,4.16151651850927e-06
19800124T23,3.740706591052193e-06
19800125T00,2.541704372405635e-06
19800125T01,3.051585504835107e-06
19800125T02,4.552743149317378e-06
19800125T03,4.840434591428011e-06
19800125T04,3.3419264617954053e-06
19800125T05,3.592213095963206e-06
19800125T06,2.5159193405267988e-06
19800125T07,3.4903625641340927e-06
19800125T08,2.4642616745194336e-06
19800125T09,-5.528658892674325e-06
19800125T10,-1.992032101958137e-05
19800125T11,-3.692116927454946e-05
19800125T12,-7.178735720485087e-05
19800125T13,-8.643143576748606e-05
19800125T14,-5.7310163254429186e-05
19800125T15,-3.322925327353267e-05
19800125T16,-8.873609067365247e-06
19800125T17,2.7279840736022045e-06
19800125T18,3.366496328980218e-06
19800125T19,4.061368842316784e-06
19800125T20,-6.255440630015392e-07
19800125T21,5.9278603596867484e-08
19800125T22,4.921605112596225e-07
19800125T23,5.010040888827963e-07
19800126T00,3.9710613895550395e-08
19800126T01,1.623125124324823e-06
19800126T02,1.0084535992383757e-06
19800126T03,1.362607466828247e-06
19800126T04,1.4450595396285406e-06
19800126T05,1.116959021859431e-06
19800126T06,9.663093964070205e-07
19800126T07,2.109702737007727e-07
19800126T08,6.299777547312685e-07
19800126T09,-1.0309680577552086e-05
19800126T10,-3.67000330580692e-05
19800126T11,-6.304685570744379e-05
19800126T12,-7.601231733922704e-05
19800126T13,-7.441644622238824e-05
19800126T14,-5.611466791665829e-05
19800126T15,-3.960787863753089e-05
19800126T16,-1.73371643515368e-05
19800126T17,-2.501427000656837e-06
19800126T18,-3.523217965892084e-07
19800126T19,-2.852346379481133e-07
19800126T20,-1.5656483877566066e-06
19800126T21,-2.1484565409282216e-06
19800126T22,-1.761417506983406e-06
19800126T23,-3.198443896325975e-06
19800127T00,-3.027189847362179e-06
19800127T01,-3.29423438831703e-06
19800127T02,-3.930255174988481e-06
19800127T03,-3.6651503716155377e-06
19800127T04,-1.8420593870987196e-06
19800127T05,-2.7548617392829144e-06
19800127T06,-3.1922187624226e-06
19800127T07,-4.210286997929574e-06
19800127T08,-7.731381515804543e-06
19800127T09,-1.0963548154617397e-05
19800127T10,-1.98988774589208e-05
19800127T11,-2.9523480635195897e-05
19800127T12,-4.066463036415402e-05
19800127T13,-5.0514908104671095e-05
19800127T14,-5.058527295190975e-05
19800127T15,-2.9685200853513103e-05
19800127T16,-7.939269238480136e-06
19800127T17,1.3544154042059343e-06
19800127T18,2.7403528728783937e-06
19800127T19,3.635377864844712e-06
19800127T20,1.6735408563653498e-06
19800127T21,1.8030723679909472e-06
19800127T22,1.595887802292801e-06
19800127T23,2.38090663102531e-06
19800128T00,2.2926037281898373e-06
19800128T01,4.050776339724979e-06
19800128T02,5.029123236659382e-06
19800128T03,5.311255838227226e-06
19800128T04,4.929343195407106e-06
19800128T05,4.564484736902543e-06
19800128T06,4.978589365442128e-06
19800128T07,2.027763589379218e-06
19800128T08,2.1713911468457407e-06
19800128T09,-6.827165539394651e-06
19800128T10,-1.7627003660336315e-05
19800128T11,-3.423004551165264e-05
19800128T12,-3.877299958191805e-05
19800128T13,-3.8427257120349605e-05
19800128T14,-3.593097318107666e-05
19800128T15,-2.4537145887360524e-05
19800128T16,-1.0009761573508568e-05
19800128T17,-3.9827793142149655e-06
19800128T18,-3.038536839237592e-06
19800128T19,-2.690970197685162e-06
19800128T20,-2.3942642065022576e-06
19800128T21,-1.95446217598384e-06
19800128T22,-5.495973765140216e-07
19800128T23,1.2722959350044895e-06
19800129T00,2.338720326416406e-06
19800129T01,2.32676570546388e-06
19800129T02,3.636258718128648e-06
19800129T03,3.247186536394572e-06
19800129T04,2.4094304428906897e-06
19800129T05,1.730169126267107e-06
19800129T06,1.2994663488630774e-06
19800129T07,1.99736166869772e-06
19800129T08,2.121328405771359e-07
19800129T09,-7.383477996356244e-06
19800129T10,-1.1465325643331778e-05
19800129T11,-1.770209533605552e-05
19800129T12,-2.2255353612896027e-05
19800129T13,-2.6701480458198848e-05
19800129T14,-2.503753497717963e-05
19800129T15,-1.5768760118890216e-05
19800129T16,-2.839770539169565e-06
19800129T17,2.509107047616296e-06
19800129T18,9.854007470995711e-06
19800129T19,1.191249806639958e-05
19800129T20,1.476147216180617e-05
19800129T21,1.7302866676456172e-05
19800129T22,1.8792519743252724e-05
19800129T23,1.955733766400404e-05
19800130T00,1.8552132065418627e-05
19800130T01,1.4678273138705688e-05
19800130T02,9.252131993609263e-06
19800130T03,-2.4157834625082077e-06
19800130T04,-1.8412138260165743e-06
19800130T05,-3.0716337666944262e-06
19800130T06,1.586151328212397e-07
19800130T07,6.671594728011447e-06
19800130T08,9.825744764663708e-06
19800130T09,3.380840320860101e-06
19800130T10,1.543991368846652e-06
19800130T11,1.7805981172613791e-06
19800130T12,8.386381416018136e-06
19800130T13,1.3939150237431413e-05
19800130T14,1.5288879721448188e-05
19800130T15,1.6377844224103516e-05
19800130T16,2.026158512226626e-05
19800130T17,2.283344398098071e-05
19800130T18,2.201199586913485e-05
19800130T19,1.9729900374978578e-05
19800130T20,1.897585982910805e-05
19800130T21,1.559562783193198e-05
19800130T22,1.0571866236753164e-05
19800130T23,3.603472732540171e-06
19800131T00,-5.52545684368402e-06
19800131T01,-1.382762099352694e-05
19800131T02,-2.2692036021190373e-05
19800131T03,-2.884161063239944e-05
19800131T04,-3.195286945638411e-05
19800131T05,-3.529394973827478e-05
19800131T06,-3.7757463074776974e-05
19800131T07,-4.9354531363163595e-05
19800131T08,-6.572726416594601e-05
19800131T09,-7.39603581908969e-05
19800131T10,-8.260942712543097e-05
19800131T11,-8.781050657001514e-05
19800131T12,-8.924670435159931e-05
19800131T13,-9.004870400582414e-05
19800131T14,-8.609118508166748e-05
19800131T15,-0.00010357246503895624
19800131T16,-8.590632632015379e-05
19800131T17,-6.173649854403653e-05
19800131T18,-7.218088084563762e-05
19800131T19,-6.838444596987373e-05
19800131T20,-5.983056053632737e-05
19800131T21,-5.736211016671705e-05
19800131T22,-4.891286063360771e-05
19800131T23,-4.96954511702111e-05
19800201T00,-4.854413684785499e-05
19800201T01,-4.7118250741258314e-05
19800201T02,-4.00692306970342e-05
19800201T03,-3.6497822721525224e-05
19800201T04,-3.35054998743187e-05
19800201T05,-3.557479999904147e-05
19800201T06,-4.005371650008168e-05
19800201T07,-3.933196412343687e-05
19800201T08,-5.09526186586359e-05
19800201T09,-7.641535761449442e-05
19800201T10,-0.00010984296862311944
19800201T11,-0.00011100418675172287
19800201T12,-0.00010431246415051474
19800201T13,-8.756793128003616e-05
19800201T14,-7.601398906332072e-05
19800201T15,-4.9654334707637206e-05
19800201T16,-3.034563786068518e-05
19800201T17,-9.387852867857683e-06
19800201T18,-5.427378686933911e-06
19800201T19,-4.0339989784681595e-06
19800201T20,-3.750884769438782e-06
19800201T21,-4.0687719088858475e-06
19800201T22,-3.761204578943054e-06
19800201T23,-3.6660639103068983e-06
19800202T00,-5.01014812264093e-06
19800202T01,-7.091684139768875e-06
19800202T02,-8.211914087314067e-06
19800202T03,-7.230643938222001e-06
19800202T04,-6.271122176684212e-06
19800202T05,-5.399688405715712e-06
